station_id,requested_datetime_utc,datetime_ict,date_utc,hour_utc,hour_ict,status,message,n_levels,surface_pressure_hPa,top_pressure_hPa,max_height_m,pressure_monotonic_decreasing,temperature_valid_n,dewpoint_valid_n,wind_valid_n,wind_speed_source_unit,raw_text_file,profile_csv_file,source_endpoint
48327,2024-03-19 06:00:00,2024-03-19 13:00:00,2024-03-19,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-19_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-19_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-19 12:00:00,2024-03-19 19:00:00,2024-03-19,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-19_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-19_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-20 00:00:00,2024-03-20 07:00:00,2024-03-20,0,7,downloaded,downloaded and parsed successfully,74.0,981.0,37.9,22268.0,True,74.0,74.0,73.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-20_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-20_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-20 06:00:00,2024-03-20 13:00:00,2024-03-20,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-20_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-20_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-20 12:00:00,2024-03-20 19:00:00,2024-03-20,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-20_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-20_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-21 00:00:00,2024-03-21 07:00:00,2024-03-21,0,7,downloaded,downloaded and parsed successfully,58.0,981.0,70.8,18585.0,True,58.0,58.0,57.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-21_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-21_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-21 06:00:00,2024-03-21 13:00:00,2024-03-21,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-21_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-21_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-21 12:00:00,2024-03-21 19:00:00,2024-03-21,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-21_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-21_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-22 00:00:00,2024-03-22 07:00:00,2024-03-22,0,7,downloaded,downloaded and parsed successfully,117.0,975.0,34.1,22898.0,True,117.0,117.0,117.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-22_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-22_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-22 06:00:00,2024-03-22 13:00:00,2024-03-22,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-22_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-22_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-22 12:00:00,2024-03-22 19:00:00,2024-03-22,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-22_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-22_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-23 00:00:00,2024-03-23 07:00:00,2024-03-23,0,7,downloaded,downloaded and parsed successfully,73.0,974.0,61.6,19378.0,True,73.0,73.0,72.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-23_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-23_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-23 06:00:00,2024-03-23 13:00:00,2024-03-23,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-23_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-23_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-23 12:00:00,2024-03-23 19:00:00,2024-03-23,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-23_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-23_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-24 00:00:00,2024-03-24 07:00:00,2024-03-24,0,7,downloaded,downloaded and parsed successfully,95.0,977.0,38.2,22249.0,True,95.0,95.0,95.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-24_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-24_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-24 06:00:00,2024-03-24 13:00:00,2024-03-24,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-24_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-24_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-24 12:00:00,2024-03-24 19:00:00,2024-03-24,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-24_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-24_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-25 00:00:00,2024-03-25 07:00:00,2024-03-25,0,7,downloaded,downloaded and parsed successfully,73.0,979.0,26.5,24537.0,True,73.0,73.0,71.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-25_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-25_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-25 06:00:00,2024-03-25 13:00:00,2024-03-25,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-25_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-25_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-25 12:00:00,2024-03-25 19:00:00,2024-03-25,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-25_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-25_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-26 00:00:00,2024-03-26 07:00:00,2024-03-26,0,7,downloaded,downloaded and parsed successfully,80.0,979.0,33.6,23069.0,True,80.0,80.0,79.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-26_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-26_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-26 06:00:00,2024-03-26 13:00:00,2024-03-26,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-26_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-26_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-26 12:00:00,2024-03-26 19:00:00,2024-03-26,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-26_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-26_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-27 00:00:00,2024-03-27 07:00:00,2024-03-27,0,7,downloaded,downloaded and parsed successfully,88.0,980.0,32.9,23222.0,True,88.0,88.0,87.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-27_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-27_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-27 06:00:00,2024-03-27 13:00:00,2024-03-27,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-27_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-27_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-27 12:00:00,2024-03-27 19:00:00,2024-03-27,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-27_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-27_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-28 00:00:00,2024-03-28 07:00:00,2024-03-28,0,7,downloaded,downloaded and parsed successfully,78.0,978.0,32.2,23324.0,True,78.0,78.0,78.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-28_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-28_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-28 06:00:00,2024-03-28 13:00:00,2024-03-28,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-28_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-28_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-28 12:00:00,2024-03-28 19:00:00,2024-03-28,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-28_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-28_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-29 00:00:00,2024-03-29 07:00:00,2024-03-29,0,7,downloaded,downloaded and parsed successfully,84.0,977.0,29.5,23836.0,True,84.0,84.0,83.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-29_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-29_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-29 06:00:00,2024-03-29 13:00:00,2024-03-29,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-29_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-29_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-29 12:00:00,2024-03-29 19:00:00,2024-03-29,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-29_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-29_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-30 00:00:00,2024-03-30 07:00:00,2024-03-30,0,7,downloaded,downloaded and parsed successfully,87.0,978.0,24.7,24994.0,True,87.0,87.0,86.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-30_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-30_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-30 06:00:00,2024-03-30 13:00:00,2024-03-30,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-30_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-30_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-30 12:00:00,2024-03-30 19:00:00,2024-03-30,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-30_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-30_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-31 00:00:00,2024-03-31 07:00:00,2024-03-31,0,7,downloaded,downloaded and parsed successfully,80.0,978.0,25.1,24933.0,True,80.0,80.0,80.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-31_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-31_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-31 06:00:00,2024-03-31 13:00:00,2024-03-31,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-31_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-31_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-03-31 12:00:00,2024-03-31 19:00:00,2024-03-31,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-03-31_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-03-31_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-01 00:00:00,2024-04-01 07:00:00,2024-04-01,0,7,downloaded,downloaded and parsed successfully,93.0,975.0,26.8,24468.0,True,93.0,93.0,92.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-01_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-01_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-01 06:00:00,2024-04-01 13:00:00,2024-04-01,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-01_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-01_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-01 12:00:00,2024-04-01 19:00:00,2024-04-01,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-01_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-01_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-02 00:00:00,2024-04-02 07:00:00,2024-04-02,0,7,downloaded,downloaded and parsed successfully,77.0,973.0,35.3,22751.0,True,77.0,77.0,77.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-02_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-02_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-02 06:00:00,2024-04-02 13:00:00,2024-04-02,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-02_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-02_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-02 12:00:00,2024-04-02 19:00:00,2024-04-02,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-02_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-02_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-03 00:00:00,2024-04-03 07:00:00,2024-04-03,0,7,downloaded,downloaded and parsed successfully,95.0,975.0,29.7,23834.0,True,95.0,95.0,94.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-03_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-03_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-03 06:00:00,2024-04-03 13:00:00,2024-04-03,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-03_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-03_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-03 12:00:00,2024-04-03 19:00:00,2024-04-03,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-03_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-03_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-04 00:00:00,2024-04-04 07:00:00,2024-04-04,0,7,downloaded,downloaded and parsed successfully,87.0,973.0,29.6,23863.0,True,87.0,87.0,86.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-04_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-04_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-04 06:00:00,2024-04-04 13:00:00,2024-04-04,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-04_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-04_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-04 12:00:00,2024-04-04 19:00:00,2024-04-04,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-04_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-04_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-05 00:00:00,2024-04-05 07:00:00,2024-04-05,0,7,downloaded,downloaded and parsed successfully,66.0,973.0,23.4,25398.0,True,66.0,66.0,64.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-05_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-05_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-05 06:00:00,2024-04-05 13:00:00,2024-04-05,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-05_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-05_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-05 12:00:00,2024-04-05 19:00:00,2024-04-05,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-05_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-05_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-06 00:00:00,2024-04-06 07:00:00,2024-04-06,0,7,downloaded,downloaded and parsed successfully,83.0,974.0,25.8,24773.0,True,83.0,83.0,82.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-06_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-06_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-06 06:00:00,2024-04-06 13:00:00,2024-04-06,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-06_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-06_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-06 12:00:00,2024-04-06 19:00:00,2024-04-06,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-06_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-06_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-07 00:00:00,2024-04-07 07:00:00,2024-04-07,0,7,downloaded,downloaded and parsed successfully,62.0,972.0,38.3,22272.0,True,62.0,62.0,62.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-07_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-07_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
